HaloID,M200c,R200c,fo_quenching,fo_quenching_err,fi_quenching,fi_quenching_err,fn_quenching,fn_quenching_err,qf1_quenching,qf1_quenching_err,qf2_quenching,qf2_quenching_err,qf3_quenching,qf3_quenching_err,fo_sf,fo_sf_err,fi_sf,fi_sf_err,fn_sf,fn_sf_err,qf1_sf,qf1_sf_err,qf2_sf,qf2_sf_err,qf3_sf,qf3_sf_err,fo_bulge,fo_bulge_err,fi_bulge,fi_bulge_err,fn_bulge,fn_bulge_err,qf1_bulge,qf1_bulge_err,qf2_bulge,qf2_bulge_err,qf3_bulge,qf3_bulge_err
22,14.55673599243164,1500.4893798828125,0.8432720017734429,0.18562742274712,0.6825249477837085,0.16324946548539163,0.6175373134328358,0.19305957584979228,0.5063297190363781,0.8210206305409045,0.5902136241490994,0.7610037209104341,0.1699188878637453,0.6665959424937409,0.15672799822655736,0.06339463072769586,0.3174750522162915,0.0985230258358875,0.38246268656716426,0.14046037716266654,-0.23551821001080056,0.17498608035676816,-0.3655401599714964,0.26303207404531276,-0.10523677345035587,0.27885688066146935,0.6534065101508508,0.1547551570546956,0.6022338578865869,0.1496433018762003,0.5953442007895918,0.18825384454903418,0.12865009573809658,0.5433636838802128,0.143485672204758,0.6059232045896296,0.01702596900980695,0.5943458912109254
23,14.593536376953125,1543.46142578125,0.9396887159533073,0.21053847219585592,0.7992551210428307,0.23142854945249888,0.6876680752977332,0.21115231846751453,0.6995625275225045,1.0,0.8069000339808843,1.0,0.35727070119863297,1.0,0.06031128404669261,0.03943568084488775,0.20074487895716944,0.09474917326229071,0.3123319247022667,0.12548532196494253,-0.1757055928865938,0.13008345473327673,-0.36648588135556387,0.20263232964834682,-0.16226875981814978,0.23056408364078798,0.6437485742609698,0.1604165879237545,0.6300941621828008,0.19558561860140197,0.5928134623125765,0.19046026822495307,0.03691321055851176,0.6841199224502748,0.1250903633447076,0.6143434474909626,0.09155680853781765,0.6718200525350848
24,14.56509780883789,1510.139404296875,0.958572796934866,0.21203236566676628,0.7953761214630781,0.22198048581849297,0.5432639649507119,0.21427680013854225,0.7975446298773043,1.0,0.9092972748238193,0.7858729494011286,0.5519865680954205,0.7234447502507365,0.04142720306513411,0.03214229625600031,0.20462387853692202,0.09222627495475716,0.456736035049288,0.19088537797109187,-0.20518176378188344,0.1250768720253107,-0.7644696846805089,0.44621857710584184,-0.46406935261248,0.42292672473060894,0.6327280931859341,0.15728425133312152,0.6099271174890745,0.18407418153075983,0.6060782254481138,0.2308858323404316,0.05845311663320008,0.6213147183357556,0.06765269010106488,0.7103048711783679,0.009770701417404517,0.7496178852152325
25,14.342239379882812,1272.726806640625,0.9005681818181817,0.2635601010851547,0.8195449844881076,0.19634713016504327,0.651743498817967,0.12611869772694304,0.4489938786142213,1.0,0.7144868284028227,0.8779759733009286,0.4818330314024235,0.6924349026059368,0.09943181818181819,0.06660800222461061,0.18045501551189247,0.07421059942639491,0.3482565011820331,0.08329246118515352,-0.09886363636363638,0.12200469085210697,-0.3817831454421797,0.170757458948934,-0.25746553049546855,0.17430016398819967,0.6448238338590441,0.20747218100097628,0.6026459150869526,0.15801803553937624,0.6161022780932514,0.12129157879262861,0.10614693638124088,0.6576868160881106,0.07481564522742695,0.6264605469287696,-0.035051948053933364,0.5190109930111386
26,14.444633483886719,1376.7857666015625,0.9453627180899906,0.29058325343381836,0.7695417789757412,0.2473340565637623,0.8125,0.4054120567941393,0.7629189287881465,1.0,0.7086011631466166,1.0,-0.22911051212938047,1.0,0.054637281910009175,0.051435976783814105,0.23045822102425875,0.11286698461149056,0.1875,0.15763887530595733,-0.22847484557403358,0.1646265552373622,-0.16352334534152718,0.20653525679994383,0.052871656645241544,0.23884039305944732,0.6380903934238042,0.21906907965725617,0.6150233356204251,0.21123827123768826,0.6293918416095388,0.3383134667644195,0.05991806760691279,0.7911822854189137,0.02347102085405514,1.0,-0.03877007471048558,1.0
27,14.659065246582031,1623.113525390625,0.9025936599423633,0.1816388696381591,0.8753833286869249,0.21393333742732001,0.7614475627769572,0.22255149730985643,0.21835225551064288,1.0,0.5916774475602472,1.0,0.4776130868176356,1.0,0.0974063400576369,0.045317603873923286,0.12461667131307497,0.06250641623510458,0.23855243722304284,0.10445392634513773,-0.03108390388957208,0.08822449855327552,-0.1853654855111151,0.1516788076293053,-0.14963048209708682,0.1611761150612518,0.619333203432913,0.13880973326985005,0.6129907582053743,0.16602642108355492,0.6088005136175745,0.19017974553672876,0.016388355994104223,0.5592275784344646,0.026924089069590557,0.6020079321188817,0.010711273234401832,0.6453546018776275
28,14.673038482666016,1640.6192626953125,0.8468366383380547,0.17186247977248936,0.6607142857142857,0.2086671227037024,0.4383838383838383,0.20606366050088218,0.5485711445753191,0.8652510796947953,0.7272810646666801,0.5472448265208522,0.39587615621788286,0.5420055372417178,0.15316336166194525,0.05775503570239528,0.3392857142857143,0.13428240585409637,0.5616161616161616,0.243020940476491,-0.28169869586300184,0.22852702933815427,-0.9317241289278206,0.7690564578895475,-0.5071593153390387,0.6929517437308371,0.6330878634640461,0.1397345439532805,0.5968489831507433,0.1944750400212806,0.5834861508436583,0.24943601688361244,0.08988909564589535,0.5955784315252916,0.11908778716687864,0.6901286918011443,0.03208256420321134,0.7596156463804566
29,14.327077865600586,1258.00341796875,0.9909198578760364,0.2790798953934736,0.913888888888889,0.26345398963518507,0.7857475547275269,0.255643948801216,0.8945531882378422,1.0,0.9576194236083699,1.0,0.5980857487922707,1.0,0.009080142123963679,0.01901912892383438,0.08611111111111111,0.060920907151973715,0.21425244527247322,0.1100782012035391,-0.0842892061865443,0.07005990017180616,-0.2611173294960581,0.1468000831326596,-0.1630820654679576,0.1617388813052695,0.6611551612192579,0.20822802987015981,0.6242584894931501,0.20059011117306516,0.5825290132894593,0.20721375644121234,0.09819695374178025,0.771271468062674,0.18833919106410893,0.7098543172696128,0.09995778756386857,0.6926031999200336
30,14.590314865112305,1539.6312255859375,0.8831786818938854,0.19892545167636694,0.7068249258160237,0.1892062411590586,0.742969906265417,0.2527572774582085,0.6015305242736778,1.0,0.5454955627618148,1.0,-0.1406254805583882,1.0,0.11682131810611468,0.055715131969311577,0.29317507418397626,0.10606625023378105,0.2570300937345832,0.12625189780118518,-0.2495013257692668,0.1735889396278369,-0.18871393638705558,0.18848759046659155,0.04864931963540489,0.222091119827264,0.6517976644205076,0.16004979491205704,0.5844192053882894,0.16576098888578805,0.5791255053568799,0.2124064889502904,0.1621308296866121,0.5582077018523158,0.17266942993361933,0.637892537282105,0.01257785895507468,0.6402016332869935
31,14.591262817382812,1540.83203125,0.949428208386277,0.21687640938805344,0.8025382605449795,0.23237465234495527,0.6526247569669474,0.18694804558692343,0.7438906810337164,1.0,0.8544173983955696,0.9438514712601728,0.4315607015315361,0.8894148837023311,0.050571791613722994,0.036744688088750976,0.19746173945502055,0.09394764754142519,0.34737524303305256,0.12315320985487875,-0.18303170710085404,0.12751150364486022,-0.45478423588880396,0.21481256752071876,-0.22970857598898056,0.24126948887630567,0.6424547337547792,0.16375538694702566,0.6072825581865344,0.1908776817310124,0.6502375615884586,0.18647099597275058,0.0895610223111787,0.6418765167275646,-0.02225175427363021,0.7096316308861115,-0.12281193943239255,0.7657337091672257
32,14.591503143310547,1541.0301513671875,0.9358024691358023,0.19306541098112376,0.6891374742419782,0.18511331167163095,0.5717961914565107,0.21507123474026055,0.7934857837635612,0.9816226123561008,0.8500771604938268,0.7986565994446383,0.27403138515885034,0.6768289498874996,0.06419753086419754,0.037493163484462834,0.31086252575802176,0.10952543056757637,0.42820380854348955,0.17741238503531825,-0.3579329293696373,0.17735619853566403,-0.6366014379215702,0.37360714681528434,-0.20521522272922052,0.3701525678653445,0.6461987790002272,0.14794696607171098,0.6379219768817035,0.1753810254657241,0.6266176807144206,0.22903805719351694,0.022859167334272325,0.6337969479506805,0.05244248930499055,0.7309676845375007,0.030275392227763393,0.7728185607928485
33,14.567721366882324,1513.142822265625,0.9450040290088637,0.19242486555090776,0.6587030716723549,0.19310581365774832,0.679663131628197,0.18870186099556532,0.8388618049959707,0.929127207912674,0.8283183223003088,0.9725881337620649,-0.06543130693128524,0.8437334248701239,0.05499597099113617,0.034188092915934803,0.341296928327645,0.12499562907146963,0.3203368683718028,0.11485874359389858,-0.43464342227770514,0.2133199254369995,-0.3904006044068,0.18825998444893474,0.03083889500616344,0.24981640987202267,0.6360841262826527,0.14479187832096146,0.5935420516680703,0.17966922324654552,0.6402715579955444,0.18099151450205114,0.10466537753578586,0.5695923481549555,-0.011640535537192367,0.6443498645959043,-0.1299021730589078,0.7119504682857223
34,14.565642356872559,1510.748291015625,0.9186645753977145,0.19873051821522048,0.9007776883883082,0.2142783409345972,0.9238882554161916,0.22509707212182203,0.1802708152920984,1.0,-0.06863172099182598,1.0,-0.3036399593026777,1.0,0.08133542460228545,0.044392191507964134,0.09922231161169216,0.05408180678334191,0.07611174458380844,0.04831974743802369,-0.019857160362631035,0.07768415269254327,0.005654017125830712,0.07102223457835334,0.025014461318672045,0.07850889470889755,0.6640518601692185,0.15735153268089516,0.6425039119672501,0.1682266880829429,0.661999999470292,0.17709842699490672,0.06027464054374319,0.6449581921490253,0.006070593774292445,0.7009057031763236,-0.05768073216712407,0.7233012081797093
35,14.581185340881348,1528.944580078125,0.9302151075537769,0.21192058736270736,0.7535315985130112,0.22163144749784178,0.5918114143920596,0.24174357362044685,0.7168606927898338,1.0,0.8290376191135082,0.9280891851698668,0.39618987356075075,0.8370222773954066,0.06978489244622314,0.04321230860470966,0.24646840148698887,0.10686736298252879,0.4081885856079405,0.18883317349059386,-0.2344739217166551,0.1565499536413956,-0.5718100140216861,0.37473964361846274,-0.27326303648110495,0.3768557341316976,0.629108491089681,0.16010923217162215,0.6109337294446946,0.1912756725406469,0.5908151214770611,0.2414644045345267,0.046713794076895986,0.6415412398326521,0.09358451795885034,0.7102021110418497,0.04916752554556018,0.7533837557993923
36,14.573113441467285,1519.4600830078125,0.9395973154362416,0.22118900054360638,0.8269651983450959,0.19175234219148463,0.85793018983466,0.22091874819494473,0.6509217568600802,1.0,0.5748380004628562,1.0,-0.21795616854507813,1.0,0.06040268456375839,0.04146677878604946,0.1730348016549038,0.07028361332902418,0.14206981016533987,0.07048376487619532,-0.136199343474843,0.09935599259722251,-0.09519087516586908,0.09563905954056709,0.03609267030867803,0.11605859407356384,0.6485978100980608,0.16942673903078204,0.6422400532062902,0.16021343642873798,0.6321261666371252,0.17773405467898157,0.01777101363288338,0.6518315193951483,0.04477525164092834,0.6678347988091493,0.027492813165617462,0.6505920236479279
37,14.295934677124023,1228.2939453125,0.8867355727820845,0.268424076001976,0.766102797657775,0.20979714484428005,0.6742286751361163,0.22631075309243576,0.5157512527567838,1.0,0.6523192234146435,1.0,0.28202028696063497,0.9673253112011039,0.11326442721791558,0.07369105085697245,0.2338972023422251,0.09689470525680835,0.3257713248638838,0.1399861010050686,-0.1574629090157654,0.16014239401377814,-0.3151851967777349,0.24358971051888864,-0.13626552223266206,0.25408917869294795,0.6443360094242963,0.21360940243726187,0.6466206861832207,0.1861099702060705,0.6297147317450402,0.21578532887103963,-0.006465224956854638,0.8017303558961405,0.03948652277786151,0.8203171480576767,0.04565656775343233,0.7700192885881453
