Yang,RA,DEC,redshift,N200,logM200c,logM200m,R200c,R200m
85,196.0038,19.2772,0.06400000303983688,54,14.754902839660645,14.920565138178043,1.6714285612106323,2.2249103948750752
86,116.5758,18.3162,0.052000001072883606,49,14.414901733398438,14.580011607384927,1.3000000715255737,1.7326888090302064
87,174.0717,55.0578,0.05700000002980232,44,14.174901962280273,14.335136189362435,1.0714285373687744,1.4290130143005917
88,233.1359,4.7342,0.03799999877810478,38,14.194902420043945,14.359507185884105,1.100000023841858,1.4826460464031888
89,170.7403,1.0701,0.07400000095367432,38,14.454901695251465,14.615747976199282,1.3285714387893677,1.7443922634333486
90,122.4772,35.1596,0.08299999684095383,41,14.824901580810547,14.986405651535128,1.7571429014205933,2.2991776902730923
93,186.5582,31.1117,0.05999999865889549,26,14.074902534484863,14.23272868352218,1.0,1.3172538341013382
94,179.2471,5.0477,0.07500000298023224,53,14.744902610778809,14.90800658557605,1.6571428775787354,2.181019279490641
95,187.4236,11.7516,0.0860000029206276,74,15.034902572631836,15.195069051843001,2.0714287757873535,2.6910739511207518
96,231.0865,20.7606,0.03999999910593033,47,14.314901351928711,14.481128690962368,1.1999999284744263,1.6245833562696306
97,140.0518,54.8904,0.04500000178813934,34,14.27490234375,14.439386085179251,1.1714285612106323,1.5658308504771477
98,155.392,23.9116,0.039000000804662704,51,14.314901351928711,14.48134744107019,1.1999999284744263,1.6264200044320805
99,158.3152,56.7684,0.04500000178813934,47,14.22490119934082,14.3885377297374,1.1142857074737549,1.5058974351518106
100,183.6602,59.9266,0.05999999865889549,47,14.37490177154541,14.537702333733542,1.2571429014205933,1.6646669405219923
101,51.3858,-0.58,0.03700000047683716,22,13.9649019241333,14.12533634892079,0.9142857193946838,1.2399356151743777
102,165.2002,10.4066,0.035999998450279236,65,14.804901123046875,14.97735413692785,1.7571429014205933,2.3868441679820145
103,157.94,40.1824,0.06700000166893005,38,14.294902801513672,14.455014192319862,1.1714285612106323,1.5520513487465106
104,236.2194,36.1064,0.06599999964237213,67,14.854901313781738,15.020354193488842,1.8142857551574707,2.3975074654303024
105,7.3223,-0.2126,0.05999999865889549,33,14.354901313781738,14.517410646888065,1.2428572177886963,1.638941525988297
106,172.3877,54.1117,0.0689999982714653,51,14.564901351928711,14.728059692232895,1.4571428298950195,1.9103281166764219
107,212.5518,54.9166,0.041999999433755875,33,14.064901351928711,14.226252180410796,0.985714316368103,1.3333641771150915
108,252.6651,23.5084,0.035999998450279236,37,14.084901809692383,14.247890230088354,1.014285683631897,1.3635448585785312
110,18.2482,15.4844,0.0430000014603138,52,14.404901504516602,14.571854372636189,1.2857142686843872,1.7367324677826936
111,184.6299,5.214,0.07699999958276749,42,14.754902839660645,14.917593682567787,1.6714285612106323,2.1930471345033933
112,238.8791,41.6157,0.03400000184774399,38,14.354901313781738,14.52309072145849,1.2428572177886963,1.687493631473692
114,176.4182,15.5056,0.06800000369548798,37,14.42490291595459,14.586662673826309,1.3000000715255737,1.7154658567309111
115,246.7696,14.1874,0.050999999046325684,27,14.044901847839355,14.204013279379446,0.985714316368103,1.2995734165314528
116,168.7743,25.8728,0.04800000041723251,43,14.12490177154541,14.286122319482518,1.0428571701049805,1.3880718021820386
118,152.5112,54.435,0.04600000008940697,60,14.47490119934082,14.64214925094937,1.3571428060531616,1.827751605074954
119,238.1031,27.7115,0.0820000022649765,20,14.144901275634766,14.2994960780816,1.0428571701049805,1.3583255585849634
120,170.5107,34.3465,0.03500000014901161,34,13.744901657104492,13.901244328857658,0.771428644657135,1.0460205128958802
121,194.6833,-1.7481,0.08399999886751175,48,14.854901313781738,15.016194271107866,1.8000000715255737,2.3501806713462474
122,216.0279,26.2658,0.03799999877810478,32,13.97490119934082,14.135328446055045,0.9285714030265808,1.2482777722914262
125,24.3436,-9.193,0.04100000113248825,54,14.334901809692383,14.501231022078041,1.2285714149475098,1.6482587335178829
126,199.8197,-0.9386,0.08299999684095383,37,14.774901390075684,14.936303014383341,1.7000001668930054,2.2124407942866227
127,17.4503,14.1071,0.05999999865889549,51,14.694901466369629,14.861157303660056,1.600000023841858,2.133760533445242
128,240.3577,53.9616,0.06499999761581421,24,14.13490104675293,14.292780355890187,1.0428571701049805,1.3729127977828655
129,175.3044,5.7204,0.09700000286102295,23,14.42490291595459,14.580508307960864,1.2857142686843872,1.6622458173513992
130,255.6457,33.5499,0.0860000029206276,80,15.174901962280273,15.333563242074822,2.299999952316284,2.9928872938281366
132,207.3671,28.0318,0.07599999755620956,43,14.744902610778809,14.907779772271997,1.6571428775787354,2.1786130226238742
135,207.9144,9.4982,0.06499999761581421,43,14.664902687072754,14.82981293435081,1.557142972946167,2.0732602103306177
136,222.1278,11.2865,0.052000001072883606,49,14.524901390075684,14.69141889291113,1.4142857789993286,1.8873668912451735
137,150.6702,32.7208,0.050999999046325684,46,14.244901657104492,14.40759912046933,1.1428571939468384,1.5193672679389085
140,155.4981,38.5215,0.05400000140070915,63,14.694901466369629,14.862536723353468,1.6142857074737549,2.1481803412081653
141,245.2292,29.8382,0.09700000286102295,35,14.754902839660645,14.913112741407767,1.6571428775787354,2.145672293492854
142,248.0229,13.6468,0.05299999937415123,44,14.334901809692383,14.498619338766286,1.2142857313156128,1.6262120827261253
143,192.2485,-1.7069,0.08699999749660492,65,15.12490177154541,15.28396987761648,2.2142856121063232,2.8784555301066406
144,134.9522,39.3855,0.0949999988079071,34,14.414901733398438,14.5708043949249,1.2714285850524902,1.6529248966963666
147,228.0394,1.8068,0.039000000804662704,21,14.244901657104492,14.410172977530944,1.1428571939468384,1.5399544891623749
148,257.4347,34.4547,0.08500000089406967,76,15.184901237487793,15.343657497391629,2.3285715579986572,3.0189450079202205
149,196.4868,9.4838,0.054999999701976776,27,14.194902420043945,14.355901279485447,1.100000023841858,1.4547233456715536
151,248.8257,26.6174,0.07000000029802322,21,13.9649019241333,14.11868241830493,0.9142857193946838,1.1955731041658424
153,239.6032,18.0424,0.04600000008940697,52,14.53490161895752,14.702886025135742,1.4285714626312256,1.9149734863845957
154,161.7944,38.964,0.035999998450279236,33,14.404901504516602,14.573411845889874,1.3000000715255737,1.750558527652752
156,156.2606,17.135,0.04500000178813934,22,13.954901695251465,14.113502477807772,0.9142857193946838,1.2193179753927403
157,232.311,52.8639,0.0729999989271164,34,14.42490291595459,14.585586244263606,1.3000000715255737,1.706061967084548
158,163.5235,54.8282,0.07199999690055847,42,14.544901847839355,14.707197533507271,1.4285714626312256,1.8747218246811357
159,223.5304,54.2627,0.0989999994635582,29,14.324902534484863,14.478809790357504,1.1857142448425293,1.5346335181406243
160,230.8448,31.0494,0.07400000095367432,33,14.594901084899902,14.757233548275332,1.4714285135269165,1.944491321691522
164,170.6277,34.0755,0.0430000014603138,36,14.024901390075684,14.18527710984297,0.9714285731315613,1.290844223956148
166,138.221,47.728,0.050999999046325684,32,14.294902801513672,14.45842152806904,1.1857142448425293,1.5798053077083225
168,205.9135,55.6228,0.06800000369548798,34,14.084901809692383,14.241283076342002,1.0,1.3159989601965487
170,232.3015,7.5732,0.0430000014603138,29,14.184901237487793,14.348260804169033,1.085714340209961,1.4628565273761909
171,173.7788,21.1512,0.06400000303983688,22,14.004901885986328,14.160624728851145,0.9428572058677673,1.2416496066782505
172,10.7605,15.2429,0.07900000363588333,32,14.494901657104492,14.655137275444032,1.3714286088943481,1.7896032256598928
173,27.301,14.0424,0.07000000029802322,22,14.03490161895752,14.189976148018996,0.9714285731315613,1.262817853021995
174,134.5701,38.528,0.09300000220537186,32,14.38490104675293,14.540843705584837,1.2571429014205933,1.6183042720017498
175,151.0412,54.6353,0.04699999839067459,43,14.544901847839355,14.712774135045533,1.4285714626312256,1.9277193447355436
176,227.7767,5.2948,0.07999999821186066,37,14.914902687072754,15.077048849139244,1.8857144117355347,2.47167654577438
179,248.3581,11.834,0.052000001072883606,37,14.38490104675293,14.549583505748357,1.2714285850524902,1.692691720234796
180,260.6725,30.8284,0.04600000008940697,39,14.414901733398438,14.581334127717945,1.3000000715255737,1.744397542689626
181,227.4433,8.8004,0.07999999821186066,29,14.62490177154541,14.786157664108273,1.514285683631897,1.9770966860107513
182,233.3925,31.0837,0.06700000166893005,30,14.404901504516602,14.566611388423972,1.2714285850524902,1.6908502689507128
183,30.565,-1.0403,0.041999999433755875,28,14.194902420043945,14.358652168505415,1.100000023841858,1.4759855723801225
184,117.3782,52.097,0.0689999982714653,41,14.524901390075684,14.687645368063079,1.4000000953674316,1.8519809981899427
186,203.1493,32.5997,0.035999998450279236,40,14.204901695251465,14.370116005652028,1.1142857074737549,1.4976535329675915
187,188.8342,1.831,0.07999999821186066,23,14.38490104675293,14.543568631074983,1.2571429014205933,1.6412128064905769
188,59.362,-5.3835,0.06599999964237213,20,14.024901390075684,14.180594373185725,0.9571428894996643,1.2584617732761982
189,182.5888,5.3469,0.07699999958276749,47,14.764901161193848,14.927629719732746,1.6857142448425293,2.210005281964449
190,254.1129,39.2791,0.06199999898672104,31,14.22490119934082,14.384941446725866,1.1142857074737549,1.4777072614754907
192,218.3383,52.8728,0.04500000178813934,36,14.204901695251465,14.368189774719058,1.1142857074737549,1.482561581938
193,156.7968,11.016,0.03200000151991844,27,13.524901390075684,13.67725249411392,0.6571428775787354,0.8833583291090673
194,239.1577,25.8093,0.07199999690055847,22,14.4649019241333,14.62630205435307,1.3428571224212646,1.7618611350895177
196,206.1913,29.7351,0.06199999898672104,30,14.244901657104492,14.405271708795798,1.1428571939468384,1.5009463238429386
198,136.9208,52.0922,0.061000000685453415,36,14.27490234375,14.435967351661487,1.1571428775787354,1.5381765091813657
199,122.6209,42.2998,0.06400000303983688,31,14.324902534484863,14.486107527289532,1.2142857313156128,1.5940183677939987
201,129.816,28.7763,0.07999999821186066,30,14.584901809692383,14.745824052788624,1.4714285135269165,1.9168289990027336
203,186.8957,8.8389,0.08900000154972076,68,15.024901390075684,15.184442406086502,2.057142972946167,2.661860938337001
204,229.9829,25.7578,0.032999999821186066,36,14.2149019241333,14.380942500868887,1.1142857074737549,1.5145360682436944
205,225.5257,21.2966,0.06199999898672104,31,14.484901428222656,14.64872554391922,1.3714286088943481,1.8093243994198522
206,135.5553,20.6192,0.0820000022649765,29,14.444901466369629,14.60391106963508,1.3142857551574707,1.715835055276739
207,240.8769,14.7888,0.035999998450279236,49,14.404901504516602,14.573411845889874,1.2857142686843872,1.750558527652752
208,168.1048,57.0575,0.04699999839067459,33,14.244901657104492,14.408453058754061,1.1428571939468384,1.5261718780676894
209,209.9132,28.539,0.06300000101327896,29,14.324902534484863,14.486320544478275,1.2142857313156128,1.5957788010393175
210,234.9841,17.8575,0.09000000357627869,41,14.804901123046875,14.964792631041192,1.7285715341567993,2.2468296819406417
212,162.9201,55.339,0.07400000095367432,29,14.064901351928711,14.21971622627602,0.985714316368103,1.2871630629759743
213,180.7591,54.7744,0.05000000074505806,31,14.2149019241333,14.377301625956628,1.1142857074737549,1.4858570098529493
216,243.2548,30.9166,0.05000000074505806,43,14.664902687072754,14.833241013638096,1.571428656578064,2.1084184765482754
221,183.2659,59.2576,0.09600000083446503,21,14.004901885986328,14.154328695698208,0.9285714030265808,1.1995861759491335
222,242.8492,36.995,0.06700000166893005,23,14.254902839660645,14.414384873396846,1.1428571939468384,1.5043988031529953
223,206.6898,45.715,0.06499999761581421,28,14.12490177154541,14.282605163440872,1.0285714864730835,1.362232453372311
224,133.5641,29.0514,0.08399999886751175,33,14.734901428222656,14.89593406502187,1.6428571939468384,2.142962221090276
228,227.8607,-0.1083,0.09099999815225601,25,14.37490177154541,14.531130411509652,1.2428572177886963,1.6092289201473706
230,128.9867,38.5113,0.05700000002980232,31,14.22490119934082,14.3859916237113,1.1285715103149414,1.4858945694131396
231,191.7995,55.0208,0.08299999684095383,25,14.574902534484863,14.735078284770141,1.4571428298950195,1.8958184600207433
232,230.2374,48.6807,0.07400000095367432,34,14.68490219116211,14.84791599950109,1.585714340209961,2.0846516460646867
233,167.9791,39.6287,0.07599999755620956,22,14.324902534484863,14.483570893561135,1.1999999284744263,1.5731753603892262
234,41.6991,-0.5708,0.0430000014603138,21,13.644901275634766,13.797614944006858,0.7142857313156128,0.958634630719179
235,233.8795,25.225,0.03400000184774399,23,13.68490219116211,13.84019471676957,0.7428570985794067,0.9991027191260603
236,205.5982,29.826,0.04399999976158142,35,14.414901733398438,14.581777049186593,1.3000000715255737,1.7483335543343443
238,120.9997,10.0498,0.03400000184774399,24,13.794901847839355,13.952479842386145,0.8142856955528259,1.0890266712227321
239,119.145,45.7419,0.052000001072883606,29,14.354901313781738,14.519139779554996,1.2428572177886963,1.653598086771994
240,191.2993,1.7884,0.04800000041723251,25,14.004901885986328,14.163864576000224,0.9428572058677673,1.2637447101949204
241,354.4769,15.8294,0.06700000166893005,29,14.354901313781738,14.51591096080663,1.2428572177886963,1.6263162759352434
242,136.9767,49.6365,0.03500000014901161,31,14.094901084899902,14.258291222175238,1.014285683631897,1.37580167043879
243,162.4875,0.3461,0.039000000804662704,26,14.094901084899902,14.257449026638131,1.014285683631897,1.3696194112983462
245,130.6866,36.0876,0.05400000140070915,30,14.334901809692383,14.498403362212537,1.2142857313156128,1.624399887834055
246,132.1697,9.054,0.06400000303983688,27,14.28490161895752,14.445491546438145,1.1714285612106323,1.5450931287417835
247,198.4603,38.9207,0.07000000029802322,31,14.514901161193848,14.677316209068922,1.4000000953674316,1.835639523907728
250,189.7137,17.1924,0.07100000232458115,20,14.074902534484863,14.230497908438098,1.0,1.3014943064808524
253,173.0947,56.2955,0.05000000074505806,32,14.304901123046875,14.468796272921955,1.1999999284744263,1.5939519785477128
254,212.1701,55.5179,0.07400000095367432,25,14.42490291595459,14.58537172992274,1.3000000715255737,1.704192840429269
255,233.2867,27.9916,0.0729999989271164,32,14.614901542663574,14.777627906949531,1.5,1.977009194046888
256,236.8236,27.9889,0.07599999755620956,23,14.364901542663574,14.524141495149296,1.2428572177886963,1.6229332933125267
258,247.6049,24.5827,0.06400000303983688,32,14.354901313781738,14.516552156615257,1.2285714149475098,1.6317045749972283
259,155.8174,12.9092,0.03200000151991844,25,13.9649019241333,14.126367557332607,0.9285714030265808,1.2469295854009905
260,173.9414,13.6814,0.07999999821186066,31,14.634902000427246,14.796233381570099,1.514285683631897,1.992445636716172
263,207.0932,25.678,0.052000001072883606,28,14.254902839660645,14.417553366604478,1.1428571939468384,1.5295645988758588
265,209.1915,23.131,0.06300000101327896,38,14.514901161193848,14.67885603240916,1.4000000953674316,1.8499125019151141
267,195.3458,-3.4901,0.08500000089406967,21,14.364901542663574,14.522248469465156,1.2285714149475098,1.6071343842803574
268,177.532,5.678,0.07500000298023224,21,14.354901313781738,14.514212365868985,1.2285714149475098,1.6121103443852947
269,192.9966,4.5747,0.06499999761581421,26,14.024901390075684,14.180795297528372,0.9571428894996643,1.2598377009780264
272,177.434,12.3262,0.08299999684095383,25,14.304901123046875,14.461817644392765,1.1857142448425293,1.5371274124564684
275,244.7847,24.2078,0.06599999964237213,24,14.22490119934082,14.384105777301384,1.1142857074737549,1.4712184506076225
276,233.8128,27.3153,0.03200000151991844,30,14.254902839660645,14.421866499064917,1.1571428775787354,1.5643775563607631
278,209.6037,32.6541,0.04899999871850014,35,14.154901504516602,14.316456357392095,1.0571428537368774,1.4194139625948234
279,219.3622,24.8378,0.08799999952316284,21,14.354901313781738,14.511486450803945,1.2285714149475098,1.5895189015724625
280,19.7378,-1.0177,0.04500000178813934,24,14.254902839660645,14.419051438278391,1.1571428775787354,1.5415819966802546
281,126.6305,17.4708,0.08900000154972076,21,14.084901809692383,14.237082448203761,1.0,1.2864671784834143
282,212.7563,19.1441,0.0560000017285347,25,14.094901084899902,14.253913746698021,1.014285683631897,1.343919033849285
283,222.1024,18.336,0.03999999910593033,37,14.314901351928711,14.481128690962368,1.1999999284744263,1.6245833562696306
287,190.5543,-2.115,0.08299999684095383,25,14.364901542663574,14.522667372774198,1.2428572177886963,1.610620084443671
289,217.4548,53.9933,0.0430000014603138,24,13.92490291595459,14.083314888957977,0.9000000357627869,1.1936759087031719
290,197.158,43.5216,0.035999998450279236,30,14.144901275634766,14.309020887193544,1.0571428537368774,1.429046352730219
292,161.1207,14.1048,0.032999999821186066,29,14.13490104675293,14.299472778130038,1.0428571701049805,1.422731824407466
294,167.4929,21.8103,0.03200000151991844,24,13.914901733398438,14.075355387671841,0.8857142925262451,1.1990515997359412
295,131.8533,53.8186,0.04500000178813934,30,14.27490234375,14.439386085179251,1.1714285612106323,1.5658308504771477
297,211.5987,6.2928,0.08500000089406967,23,14.454901695251465,14.613392022057733,1.3285714387893677,1.723587663651319
298,156.2628,47.8127,0.06300000101327896,31,14.42490291595459,14.587745470483451,1.3142857551574707,1.7249678301852949
300,186.2859,61.4903,0.07000000029802322,23,13.984901428222656,14.139054729230585,0.9285714030265808,1.2144143959697309
301,172.4102,55.4223,0.06800000369548798,23,14.22490119934082,14.38368940787841,1.1142857074737549,1.46799414460133
302,158.0672,40.284,0.07800000160932541,26,14.404901504516602,14.564257804768538,1.2714285850524902,1.6705761682040232
303,236.0939,34.6402,0.07000000029802322,22,14.594901084899902,14.758120700693482,1.4857141971588135,1.9530898841540196
304,185.5021,13.7596,0.08100000023841858,24,14.574902534484863,14.735514954864536,1.4571428298950195,1.8999626597611603
305,217.4873,7.2445,0.05400000140070915,22,14.344902038574219,14.508555052743167,1.2285714149475098,1.6371061789661983
306,230.1077,33.4153,0.0820000022649765,23,14.354901313781738,14.512739293158303,1.2285714149475098,1.5998709189576072
308,235.7148,8.2405,0.04100000113248825,25,14.144901275634766,14.307960187028527,1.0571428537368774,1.4210251812592256
309,230.748,28.596,0.08399999886751175,22,14.504901885986328,14.664169512224378,1.3714286088943481,1.7937407060833506
310,160.312,33.8973,0.08299999684095383,24,14.264901161193848,14.421219464494552,1.1428571939468384,1.489968685594978
311,242.9673,20.9786,0.0860000029206276,24,14.504901885986328,14.663739991711628,1.3857142925262451,1.789847154805111
313,137.1075,16.031,0.07199999690055847,31,14.454901695251465,14.616179666444056,1.3285714387893677,1.7482258848269034
314,168.4237,2.499,0.07400000095367432,30,14.204901695251465,14.36212117341495,1.100000023841858,1.4358262346564188
316,157.119,3.7424,0.0729999989271164,26,14.434901237487793,14.595713485058956,1.3142857551574707,1.7193747649670443
319,246.9982,42.6871,0.03200000151991844,26,14.014902114868164,14.177364406281049,0.9571428894996643,1.2967040851169243
322,159.2213,50.1229,0.04500000178813934,32,14.304901123046875,14.469877642260688,1.1857142448425293,1.6029083740103474
327,225.8592,7.998,0.08900000154972076,32,14.774901390075684,14.934952614871566,1.7000001668930054,2.1979717156927947
328,253.59,23.5416,0.05700000002980232,31,14.294902801513672,14.457136171501492,1.1714285612106323,1.5692886898784586
330,216.1921,29.5507,0.05400000140070915,25,14.13490104675293,14.29505221371757,1.0428571701049805,1.3896621685446229
331,118.5921,14.6519,0.05000000074505806,28,14.064901351928711,14.224594751039591,0.985714316368103,1.3215229993387525
333,187.769,28.8527,0.06199999898672104,26,14.2149019241333,14.37477530992453,1.1142857074737549,1.4662218770348496
336,217.1839,17.4129,0.052000001072883606,26,14.22490119934082,14.38704812090935,1.1142857074737549,1.4941679215368824
338,155.6189,15.7453,0.04500000178813934,23,14.024901390075684,14.184864788205926,0.9571428894996643,1.2879660430428264
340,213.6193,1.7645,0.05400000140070915,25,14.144901275634766,14.305231568458701,1.0571428537368774,1.4005620451579417
341,157.5611,4.0191,0.06700000166893005,22,13.914901733398438,14.068327804328414,0.8857142925262451,1.1534814717439754
342,122.1481,38.9195,0.04100000113248825,27,13.904901504516602,14.063318940538599,0.8857142925262451,1.1777542815945372
349,175.791,26.4327,0.03099999949336052,21,13.934901237487793,14.09596736243575,0.9000000357627869,1.2193533168178645
351,193.6675,18.985,0.06400000303983688,25,14.174901962280273,14.333681285196343,1.0714285373687744,1.4180272414590263
354,244.7571,50.4838,0.0560000017285347,24,14.504901885986328,14.670292141942795,1.3857142925262451,1.849975186430043
355,189.0735,16.547,0.0689999982714653,34,14.714902877807617,14.879223483028843,1.6285713911056519,2.1453388527983894
358,205.5057,2.1496,0.07699999958276749,53,14.87490177154541,15.03779865168851,1.8428571224212646,2.405006691061735
368,131.6204,29.6226,0.07100000232458115,20,14.394902229309082,14.555617074416988,1.2714285850524902,1.6703801788685066
