Yang,RA,DEC,redshift,N200,logM200c,logM200m,R200c,R200m
371,181.3786,43.1855,0.05299999937415123,24,14.27490234375,14.4376686381423,1.1714285612106323,1.5518876726100725
373,226.1811,35.9573,0.04800000041723251,25,14.2149019241333,14.377726166684942,1.1142857074737549,1.4891777804360045
374,245.7299,23.8919,0.06300000101327896,31,14.254902839660645,14.415224322724123,1.1428571939468384,1.5110330058868562
375,145.1331,66.6577,0.07000000029802322,20,14.484901428222656,14.646974446146839,1.3714286088943481,1.7933847776464993
377,203.9595,35.9609,0.05900000035762787,27,14.37490177154541,14.537918409520913,1.2571429014205933,1.6665152204337677
381,249.2461,44.3289,0.03099999949336052,21,13.954901695251465,14.116372723053775,0.9142857193946838,1.23860078473287
388,122.7397,35.9724,0.0820000022649765,31,14.634902000427246,14.795791371430598,1.514285683631897,1.9880881513898387
389,224.5938,47.4751,0.0860000029206276,26,14.604901313781738,14.764680220497754,1.4857141971588135,1.9340276941000276
390,231.4995,48.4927,0.03700000047683716,21,13.664901733398438,13.819192468567438,0.7285714149475098,0.9802823302509792
394,199.144,7.0911,0.04899999871850014,25,14.264901161193848,14.428359779693885,1.1571428775787354,1.5467147024595083
396,232.9112,7.3305,0.03400000184774399,20,13.88490104675293,14.044332994441504,0.8714286088943481,1.1685740381441843
397,201.2498,8.3651,0.052000001072883606,21,13.97490119934082,14.132471764085698,0.9285714030265808,1.228968135319824
408,189.8714,16.5063,0.07000000029802322,24,14.47490119934082,14.63685562647268,1.3571428060531616,1.7795104357882965
409,192.5124,-1.5625,0.0820000022649765,50,14.994901657104492,15.156268724323944,2.0,2.6217709958683373
412,116.4103,33.9561,0.06199999898672104,29,14.444901466369629,14.608225162247937,1.3285714387893677,1.753946380971003
413,255.6881,33.4648,0.09200000017881393,174,15.86490249633789,16.001098693222428,3.9000000953674316,4.968317796273429
414,117.4209,29.4346,0.06300000101327896,25,14.394902229309082,14.55733669507783,1.2714285850524902,1.685173967855598
416,174.8016,55.6594,0.06199999898672104,26,14.444901466369629,14.608225162247937,1.3142857551574707,1.753946380971003
418,181.9639,14.9781,0.07900000363588333,34,14.654901504516602,14.816600176660385,1.557142972946167,2.025712094017573
420,242.9955,29.8385,0.05000000074505806,45,14.864901542663574,15.034139806778862,1.8428571224212646,2.4599318624241415
423,195.2958,39.831,0.035999998450279236,24,14.144901275634766,14.309020887193544,1.0571428537368774,1.429046352730219
424,164.3707,37.6233,0.03500000014901161,21,13.834901809692383,13.99310470841027,0.8285714387893677,1.122432744598893
427,186.3138,32.15,0.05900000035762787,38,14.504901885986328,14.669626320620424,1.3857142925262451,1.8437919796550033
432,168.2233,2.5009,0.07800000160932541,66,15.264902114868164,15.424024538360827,2.471428632736206,3.231879745685338
434,243.3893,49.082,0.0560000017285347,47,14.484901428222656,14.650049835656393,1.3571428060531616,1.8214550906678273
435,197.2963,-1.6222,0.08299999684095383,23,14.694901466369629,14.855960685584835,1.585714340209961,2.080131934371959
436,126.5674,40.9862,0.05700000002980232,21,14.174901962280273,14.335136189362435,1.0714285373687744,1.4290130143005917
439,229.745,4.3358,0.04699999839067459,24,14.2149019241333,14.377938810285105,1.1142857074737549,1.4908434123589147
440,215.4074,49.507,0.07199999690055847,24,14.664902687072754,14.828234120403561,1.571428656578064,2.057227704276744
441,229.9992,32.8171,0.07999999821186066,23,14.254902839660645,14.411684295870668,1.1428571939468384,1.4832127567196134
445,171.6007,35.3344,0.03400000184774399,20,13.97490119934082,14.136153462796402,0.9285714030265808,1.2539004443343245
447,250.3106,13.3536,0.050999999046325684,25,14.114901542663574,14.275313953063153,1.0285714864730835,1.3726749562235674
452,331.7979,-7.531,0.061000000685453415,28,14.324902534484863,14.486747331693458,1.2142857313156128,1.5993106695991233
458,145.9013,39.3971,0.04100000113248825,26,14.164901733398438,14.328325993426388,1.0714285373687744,1.443412214357185
460,131.225,27.719,0.08399999886751175,20,14.27490234375,14.431165481801347,1.1571428775787354,1.5000013631607685
467,237.3127,25.6057,0.07100000232458115,22,14.27490234375,14.433863407889023,1.1571428775787354,1.521355722479507
471,229.4987,26.878,0.08500000089406967,31,14.824901580810547,14.985950701307228,1.7571429014205933,2.29413834249528
480,167.764,1.1049,0.09700000286102295,21,14.074902534484863,14.225340900397184,0.985714316368103,1.2656281126010733
496,227.3806,7.5358,0.07699999958276749,32,14.744902610778809,14.907553232689347,1.6571428775787354,2.1762117422829665
501,202.3909,37.4487,0.05700000002980232,20,13.97490119934082,14.131463002429498,0.9285714030265808,1.2222079989353198
503,197.6967,34.4158,0.03700000047683716,27,14.47490119934082,14.644173391365849,1.3571428060531616,1.8464808819075504
509,139.8781,55.5739,0.04800000041723251,23,14.154901504516602,14.316666401313727,1.0571428537368774,1.4209974300929562
511,237.7877,53.4282,0.06499999761581421,22,13.864901542663574,14.017754237746914,0.8428571224212646,1.1116487415050567
513,250.3571,40.1635,0.03200000151991844,32,14.614901542663574,14.786969611120641,1.5285714864730835,2.0703444858595694
526,237.2284,8.8457,0.07199999690055847,30,14.824901580810547,14.988927899154815,1.7714285850524902,2.3272709964495526
529,243.8981,19.4815,0.03099999949336052,20,13.854901313781738,14.014325718295185,0.8571429252624512,1.1452905639318924
530,207.1275,32.2499,0.08299999684095383,21,14.394902229309082,14.553068095425564,1.2714285850524902,1.6486432342745108
532,179.4821,33.7051,0.07999999821186066,21,14.454901695251465,14.614459102837209,1.3285714387893677,1.7329860005124336
540,227.1193,-0.258,0.09000000357627869,37,14.804901123046875,14.964792631041192,1.7285715341567993,2.2468296819406417
542,243.6301,49.1877,0.05900000035762787,46,14.454901695251465,14.619010951006883,1.3285714387893677,1.7735365032482058
554,132.532,32.7757,0.06599999964237213,20,14.054901123046875,14.211144729208879,0.985714316368103,1.2883192026083277
557,167.3308,41.5666,0.07699999958276749,25,14.404901504516602,14.56447049169331,1.2857142686843872,1.6724002956247401
559,218.2858,9.6789,0.0860000029206276,20,14.38490104675293,14.542305690270512,1.2571429014205933,1.6305639834185452
562,340.833,0.4133,0.057999998331069946,20,14.12490177154541,14.284044745633485,1.0428571701049805,1.3727612865616967
564,194.921,38.8014,0.03400000184774399,22,13.504902839660645,13.656455704815503,0.6428571343421936,0.8676884242670865
567,226.2659,26.0287,0.05400000140070915,26,14.194902420043945,14.356111391336931,1.100000023841858,1.4563383763542264
574,166.8872,15.8625,0.09300000220537186,29,14.754902839660645,14.914000241200295,1.6714285612106323,2.1549921498024482
577,140.9969,13.1923,0.07999999821186066,22,14.554902076721191,14.715545035796085,1.4285714626312256,1.8727955354489614
586,349.7253,-10.2361,0.03200000151991844,21,13.934901237487793,14.095761492419186,0.9000000357627869,1.2179793010865172
595,188.715,50.7791,0.03999999910593033,22,14.004901885986328,14.165507864606303,0.9428572058677673,1.2750730233204417
599,215.9747,40.2588,0.0820000022649765,21,14.504901885986328,14.66460007376254,1.3714286088943481,1.797650270576217
608,4.1949,-0.4609,0.06499999761581421,21,14.414901733398438,14.57717808596102,1.3000000715255737,1.707820399250895
616,172.1451,26.8291,0.05299999937415123,28,14.304901123046875,14.468150481012026,1.1999999284744263,1.5886231890093618
621,215.2345,17.666,0.050999999046325684,35,14.364901542663574,14.529507509611106,1.2428572177886963,1.668395062003957
624,129.0212,52.7156,0.04399999976158142,20,14.314901351928711,14.480256292741789,1.2142857313156128,1.6172756231116072
625,242.3892,53.0522,0.06300000101327896,22,14.454901695251465,14.618135149740072,1.3285714387893677,1.76567550925269
628,325.7397,-6.8996,0.05400000140070915,40,14.494901657104492,14.660616473488858,1.3714286088943481,1.839771927974334
630,167.5969,4.8471,0.029999999329447746,21,13.854901313781738,14.014528932520662,0.8571429252624512,1.1465813181186486
631,119.635,37.7935,0.04100000113248825,28,14.044901847839355,14.206077424420972,0.985714316368103,1.314137634988978
635,203.2348,60.119,0.07199999690055847,30,14.694901466369629,14.858428133995066,1.600000023841858,2.105460196015083
664,208.4432,33.1695,0.05000000074505806,29,14.414901733398438,14.580451419639658,1.3000000715255737,1.7365752831786818
665,205.9073,30.0654,0.03999999910593033,83,15.154901504516602,15.32506636101808,2.299999952316284,3.1049496089753217
